student_id,week,initial_readiness,weekly_study_hours,learning_consistency,cumulative_hours,milestones_completed,readiness_at_week
TRJ_0010,12,35.71,6.7,0.92,83,6,44.98
TRJ_0010,16,35.71,6.7,0.92,109,7,47.58
TRJ_0010,20,35.71,6.7,0.92,137,9,50.26
TRJ_0010,24,35.71,6.7,0.92,167,10,52.95
TRJ_0011,0,45.87,29.5,1.3,0,0,45.87
TRJ_0011,4,45.87,29.5,1.3,107,2,59.03
TRJ_0011,8,45.87,29.5,1.3,208,5,68.51
TRJ_0011,12,45.87,29.5,1.3,337,6,77.54
TRJ_0011,16,45.87,29.5,1.3,468,8,84.06
TRJ_0011,20,45.87,29.5,1.3,584,11,88.22
TRJ_0011,24,45.87,29.5,1.3,686,13,90.98
TRJ_0012,0,21.8,7.9,0.81,0,0,21.8
TRJ_0012,4,21.8,7.9,0.81,27,2,25.22
TRJ_0012,8,21.8,7.9,0.81,54,5,28.54
TRJ_0012,12,21.8,7.9,0.81,87,7,32.32
TRJ_0012,16,21.8,7.9,0.81,114,8,35.23
TRJ_0012,20,21.8,7.9,0.81,149,10,38.81
TRJ_0012,24,21.8,7.9,0.81,183,12,42.16
TRJ_0013,0,39.75,27.9,0.75,0,0,39.75
TRJ_0013,4,39.75,27.9,0.75,103,2,48.41
TRJ_0013,8,39.75,27.9,0.75,213,4,56.32
TRJ_0013,12,39.75,27.9,0.75,312,6,62.37
TRJ_0013,16,39.75,27.9,0.75,427,7,68.37
TRJ_0013,20,39.75,27.9,0.75,549,9,73.69
TRJ_0013,24,39.75,27.9,0.75,672,10,78.13
TRJ_0014,0,27.04,8.8,1.17,0,0,27.04
TRJ_0014,4,27.04,8.8,1.17,33,3,32.57
TRJ_0014,8,27.04,8.8,1.17,69,4,38.13
TRJ_0014,12,27.04,8.8,1.17,99,6,42.43
TRJ_0014,16,27.04,8.8,1.17,134,7,46.97
TRJ_0014,20,27.04,8.8,1.17,167,10,50.92
TRJ_0014,24,27.04,8.8,1.17,204,12,55.0
TRJ_0015,0,39.45,16.3,1.26,0,0,39.45
TRJ_0015,4,39.45,16.3,1.26,66,2,48.74
TRJ_0015,8,39.45,16.3,1.26,121,4,55.45
TRJ_0015,12,39.45,16.3,1.26,186,7,62.25
TRJ_0015,16,39.45,16.3,1.26,242,9,67.27
TRJ_0015,20,39.45,16.3,1.26,316,12,72.85
TRJ_0015,24,39.45,16.3,1.26,385,15,77.24
TRJ_0016,0,15.3,17.2,1.27,0,0,15.3
TRJ_0016,4,15.3,17.2,1.27,74,1,29.98
TRJ_0016,8,15.3,17.2,1.27,138,3,40.51
TRJ_0016,12,15.3,17.2,1.27,210,4,50.51
TRJ_0016,16,15.3,17.2,1.27,284,5,59.02
TRJ_0016,20,15.3,17.2,1.27,355,8,65.86
TRJ_0016,24,15.3,17.2,1.27,431,10,71.92
TRJ_0017,0,24.37,23.7,1.06,0,0,24.37
TRJ_0017,4,24.37,23.7,1.06,108,3,39.85
TRJ_0017,8,24.37,23.7,1.06,208,4,51.35
TRJ_0017,12,24.37,23.7,1.06,300,6,60.04
TRJ_0017,16,24.37,23.7,1.06,383,9,66.55
TRJ_0017,20,24.37,23.7,1.06,481,11,72.87
TRJ_0017,24,24.37,23.7,1.06,588,14,78.41
TRJ_0018,0,28.28,21.4,1.17,0,0,28.28
TRJ_0018,4,28.28,21.4,1.17,95,3,42.61
TRJ_0018,8,28.28,21.4,1.17,187,4,53.77
TRJ_0018,12,28.28,21.4,1.17,270,5,61.97
TRJ_0018,16,28.28,21.4,1.17,342,8,67.94
TRJ_0018,20,28.28,21.4,1.17,429,11,73.9
TRJ_0018,24,28.28,21.4,1.17,515,12,78.7
TRJ_0019,0,31.92,20.8,0.73,0,0,31.92
TRJ_0019,4,31.92,20.8,0.73,93,3,40.6
TRJ_0019,8,31.92,20.8,0.73,171,6,47.02
TRJ_0019,12,31.92,20.8,0.73,244,8,52.43
TRJ_0019,16,31.92,20.8,0.73,319,10,57.4
TRJ_0019,20,31.92,20.8,0.73,404,12,62.41
TRJ_0019,24,31.92,20.8,0.73,494,15,67.04
TRJ_0020,0,21.25,22.0,0.79,0,0,21.25
TRJ_0020,4,21.25,22.0,0.79,93,3,32.09
TRJ_0020,8,21.25,22.0,0.79,186,6,41.37
TRJ_0020,12,21.25,22.0,0.79,283,7,49.74
TRJ_0020,16,21.25,22.0,0.79,375,10,56.57
TRJ_0020,20,21.25,22.0,0.79,451,12,61.52
TRJ_0020,24,21.25,22.0,0.79,548,15,66.99
TRJ_0021,0,41.14,10.3,1.26,0,0,41.14
TRJ_0021,4,41.14,10.3,1.26,45,1,47.57
TRJ_0021,8,41.14,10.3,1.26,85,2,52.63
TRJ_0021,12,41.14,10.3,1.26,127,3,57.42
TRJ_0021,16,41.14,10.3,1.26,170,5,61.82
TRJ_0021,20,41.14,10.3,1.26,215,7,65.95
TRJ_0021,24,41.14,10.3,1.26,254,10,69.17
TRJ_0022,0,42.12,22.8,0.92,0,0,42.12
TRJ_0022,4,42.12,22.8,0.92,89,3,50.88
TRJ_0022,8,42.12,22.8,0.92,178,6,58.3
TRJ_0022,12,42.12,22.8,0.92,266,7,64.58
TRJ_0022,16,42.12,22.8,0.92,358,10,70.11
TRJ_0022,20,42.12,22.8,0.92,436,11,74.14
TRJ_0022,24,42.12,22.8,0.92,540,12,78.68
TRJ_0023,0,27.27,18.5,0.87,0,0,27.27
TRJ_0023,4,27.27,18.5,0.87,83,3,37.13
TRJ_0023,8,27.27,18.5,0.87,167,5,45.73
TRJ_0023,12,27.27,18.5,0.87,251,7,53.16
TRJ_0023,16,27.27,18.5,0.87,323,9,58.72
TRJ_0023,20,27.27,18.5,0.87,399,11,63.85
TRJ_0023,24,27.27,18.5,0.87,480,14,68.61
TRJ_0024,0,21.08,14.5,0.88,0,0,21.08
TRJ_0024,4,21.08,14.5,0.88,57,1,28.71
TRJ_0024,8,21.08,14.5,0.88,120,2,36.21
TRJ_0024,12,21.08,14.5,0.88,180,3,42.63
TRJ_0024,16,21.08,14.5,0.88,231,5,47.58
TRJ_0024,20,21.08,14.5,0.88,283,6,52.24
TRJ_0024,24,21.08,14.5,0.88,334,8,56.39
TRJ_0025,0,23.69,5.8,1.23,0,0,23.69
TRJ_0025,4,23.69,5.8,1.23,25,2,28.35
TRJ_0025,8,23.69,5.8,1.23,48,3,32.39
TRJ_0025,12,23.69,5.8,1.23,73,6,36.43
TRJ_0025,16,23.69,5.8,1.23,99,8,40.47
TRJ_0025,20,23.69,5.8,1.23,122,10,43.85
TRJ_0025,24,23.69,5.8,1.23,145,12,47.07
TRJ_0026,0,49.56,18.3,0.73,0,0,49.56
TRJ_0026,4,49.56,18.3,0.73,69,3,54.45
TRJ_0026,8,49.56,18.3,0.73,146,6,59.35
TRJ_0026,12,49.56,18.3,0.73,223,8,63.71
TRJ_0026,16,49.56,18.3,0.73,307,10,67.9
TRJ_0026,20,49.56,18.3,0.73,385,13,71.38
TRJ_0026,24,49.56,18.3,0.73,448,15,73.92
TRJ_0027,0,53.19,5.8,1.09,0,0,53.19
TRJ_0027,4,53.19,5.8,1.09,21,1,55.33
TRJ_0027,8,53.19,5.8,1.09,42,3,57.37
TRJ_0027,12,53.19,5.8,1.09,65,6,59.52
TRJ_0027,16,53.19,5.8,1.09,84,9,61.24
TRJ_0027,20,53.19,5.8,1.09,105,10,63.03
TRJ_0027,24,53.19,5.8,1.09,126,12,64.71
TRJ_0028,0,31.21,6.1,0.89,0,0,31.21
TRJ_0028,4,31.21,6.1,0.89,22,2,33.86
TRJ_0028,8,31.21,6.1,0.89,44,3,36.43
TRJ_0028,12,31.21,6.1,0.89,70,6,39.39
TRJ_0028,16,31.21,6.1,0.89,98,9,42.34
TRJ_0028,20,31.21,6.1,0.89,121,12,44.74
TRJ_0028,24,31.21,6.1,0.89,142,15,46.81
TRJ_0029,0,46.05,25.9,0.88,0,0,46.05
TRJ_0029,4,46.05,25.9,0.88,102,1,54.92
TRJ_0029,8,46.05,25.9,0.88,201,4,62.14
TRJ_0029,12,46.05,25.9,0.88,319,7,69.25
TRJ_0029,16,46.05,25.9,0.88,433,8,74.86
TRJ_0029,20,46.05,25.9,0.88,529,10,78.79
TRJ_0029,24,46.05,25.9,0.88,637,12,82.48
TRJ_0030,0,39.89,17.1,1.13,0,0,39.89
TRJ_0030,4,39.89,17.1,1.13,75,2,49.28
TRJ_0030,8,39.89,17.1,1.13,152,4,57.43
TRJ_0030,12,39.89,17.1,1.13,219,5,63.48
TRJ_0030,16,39.89,17.1,1.13,290,6,68.93
TRJ_0030,20,39.89,17.1,1.13,363,9,73.67
TRJ_0030,24,39.89,17.1,1.13,431,12,77.45
TRJ_0031,0,48.02,5.5,1.12,0,0,48.02
TRJ_0031,4,48.02,5.5,1.12,19,3,50.28
TRJ_0031,8,48.02,5.5,1.12,40,5,52.6
TRJ_0031,12,48.02,5.5,1.12,64,7,55.1
TRJ_0031,16,48.02,5.5,1.12,88,8,57.45
TRJ_0031,20,48.02,5.5,1.12,109,10,59.47
TRJ_0031,24,48.02,5.5,1.12,127,13,61.15
TRJ_0032,0,30.08,13.5,0.82,0,0,30.08
TRJ_0032,4,30.08,13.5,0.82,48,1,35.38
TRJ_0032,8,30.08,13.5,0.82,99,3,40.56
TRJ_0032,12,30.08,13.5,0.82,151,4,45.47
TRJ_0032,16,30.08,13.5,0.82,208,7,50.39
TRJ_0032,20,30.08,13.5,0.82,263,8,54.68
TRJ_0032,24,30.08,13.5,0.82,318,10,58.59
TRJ_0033,0,48.9,27.5,0.94,0,0,48.9
TRJ_0033,4,48.9,27.5,0.94,121,2,59.32
TRJ_0033,8,48.9,27.5,0.94,241,5,67.57
TRJ_0033,12,48.9,27.5,0.94,341,8,73.18
TRJ_0033,16,48.9,27.5,0.94,436,9,77.57
TRJ_0033,20,48.9,27.5,0.94,559,12,82.23
TRJ_0033,24,48.9,27.5,0.94,685,15,85.98
TRJ_0034,0,38.91,13.6,1.1,0,0,38.91
TRJ_0034,4,38.91,13.6,1.1,47,1,44.92
TRJ_0034,8,38.91,13.6,1.1,105,4,51.57
TRJ_0034,12,38.91,13.6,1.1,154,7,56.58
TRJ_0034,16,38.91,13.6,1.1,201,9,60.92
TRJ_0034,20,38.91,13.6,1.1,261,12,65.82
TRJ_0034,24,38.91,13.6,1.1,316,15,69.74
TRJ_0035,0,34.61,20.4,1.3,0,0,34.61
TRJ_0035,4,34.61,20.4,1.3,74,2,46.07
TRJ_0035,8,34.61,20.4,1.3,148,4,55.57
TRJ_0035,12,34.61,20.4,1.3,234,6,64.53
TRJ_0035,16,34.61,20.4,1.3,323,8,71.9
TRJ_0035,20,34.61,20.4,1.3,415,10,77.89
TRJ_0035,24,34.61,20.4,1.3,503,12,82.46
TRJ_0036,0,35.96,22.9,1.02,0,0,35.96
TRJ_0036,4,35.96,22.9,1.02,95,2,47.34
TRJ_0036,8,35.96,22.9,1.02,174,4,55.27
TRJ_0036,12,35.96,22.9,1.02,269,7,63.19
TRJ_0036,16,35.96,22.9,1.02,355,8,69.15
TRJ_0036,20,35.96,22.9,1.02,447,10,74.47
TRJ_0036,24,35.96,22.9,1.02,528,11,78.38
TRJ_0037,0,36.96,21.6,0.82,0,0,36.96
TRJ_0037,4,36.96,21.6,0.82,75,2,44.35
TRJ_0037,8,36.96,21.6,0.82,158,4,51.45
TRJ_0037,12,36.96,21.6,0.82,243,6,57.78
TRJ_0037,16,36.96,21.6,0.82,333,9,63.57
TRJ_0037,20,36.96,21.6,0.82,411,12,67.95
TRJ_0037,24,36.96,21.6,0.82,496,14,72.15
TRJ_0038,0,51.66,15.4,0.8,0,0,51.66
TRJ_0038,4,51.66,15.4,0.8,67,3,56.64
TRJ_0038,8,51.66,15.4,0.8,127,6,60.62
TRJ_0038,12,51.66,15.4,0.8,191,7,64.45
TRJ_0038,16,51.66,15.4,0.8,259,10,68.15
TRJ_0038,20,51.66,15.4,0.8,322,12,71.24
TRJ_0038,24,51.66,15.4,0.8,389,13,74.21
TRJ_0039,0,41.03,25.4,0.97,0,0,41.03
TRJ_0039,4,41.03,25.4,0.97,116,2,52.93
TRJ_0039,8,41.03,25.4,0.97,218,5,61.45
TRJ_0039,12,41.03,25.4,0.97,325,7,68.69
TRJ_0039,16,41.03,25.4,0.97,417,10,73.82
TRJ_0039,20,41.03,25.4,0.97,515,12,78.39
TRJ_0039,24,41.03,25.4,0.97,615,13,82.22
TRJ_0040,0,48.05,24.3,1.03,0,0,48.05
TRJ_0040,4,48.05,24.3,1.03,106,2,58.25
TRJ_0040,8,48.05,24.3,1.03,212,4,66.46
TRJ_0040,12,48.05,24.3,1.03,313,7,72.81
TRJ_0040,16,48.05,24.3,1.03,423,8,78.33
TRJ_0040,20,48.05,24.3,1.03,530,9,82.63
TRJ_0040,24,48.05,24.3,1.03,618,12,85.54
TRJ_0041,0,28.8,8.2,0.95,0,0,28.8
TRJ_0041,4,28.8,8.2,0.95,31,1,32.9
TRJ_0041,8,28.8,8.2,0.95,66,4,37.29
TRJ_0041,12,28.8,8.2,0.95,101,6,41.41
TRJ_0041,16,28.8,8.2,0.95,133,9,44.91
TRJ_0041,20,28.8,8.2,0.95,165,10,48.25
TRJ_0041,24,28.8,8.2,0.95,201,12,51.71
TRJ_0042,0,36.2,28.3,1.2,0,0,36.2
TRJ_0042,4,36.2,28.3,1.2,111,2,51.19
TRJ_0042,8,36.2,28.3,1.2,238,5,64.1
TRJ_0042,12,36.2,28.3,1.2,360,6,73.27
TRJ_0042,16,36.2,28.3,1.2,488,8,80.37
TRJ_0042,20,36.2,28.3,1.2,591,9,84.68
TRJ_0042,24,36.2,28.3,1.2,710,11,88.51
TRJ_0043,0,51.83,5.1,0.76,0,0,51.83
TRJ_0043,4,51.83,5.1,0.76,18,1,53.14
TRJ_0043,8,51.83,5.1,0.76,37,3,54.53
TRJ_0043,12,51.83,5.1,0.76,59,6,56.07
TRJ_0043,16,51.83,5.1,0.76,79,8,57.4
TRJ_0043,20,51.83,5.1,0.76,96,10,58.54
TRJ_0043,24,51.83,5.1,0.76,114,11,59.7
TRJ_0044,0,28.99,27.0,0.82,0,0,28.99
TRJ_0044,4,28.99,27.0,0.82,114,1,41.16
TRJ_0044,8,28.99,27.0,0.82,233,4,51.61
TRJ_0044,12,28.99,27.0,0.82,341,5,59.5
TRJ_0044,16,28.99,27.0,0.82,452,6,66.28
TRJ_0044,20,28.99,27.0,0.82,561,7,71.81
TRJ_0044,24,28.99,27.0,0.82,677,9,76.71
TRJ_0045,0,35.91,28.6,1.22,0,0,35.91
TRJ_0045,4,35.91,28.6,1.22,122,3,52.52
TRJ_0045,8,35.91,28.6,1.22,230,5,63.58
TRJ_0045,12,35.91,28.6,1.22,347,7,72.69
TRJ_0045,16,35.91,28.6,1.22,448,9,78.69
TRJ_0045,20,35.91,28.6,1.22,558,10,83.74
TRJ_0045,24,35.91,28.6,1.22,673,12,87.74
TRJ_0046,0,28.86,7.3,0.89,0,0,28.86
TRJ_0046,4,28.86,7.3,0.89,32,3,32.91
TRJ_0046,8,28.86,7.3,0.89,62,5,36.41
TRJ_0046,12,28.86,7.3,0.89,88,6,39.35
TRJ_0046,16,28.86,7.3,0.89,119,9,42.68
TRJ_0046,20,28.86,7.3,0.89,151,10,45.93
TRJ_0046,24,28.86,7.3,0.89,180,13,48.72
TRJ_0047,0,32.31,14.0,0.8,0,0,32.31
TRJ_0047,4,32.31,14.0,0.8,48,2,37.37
TRJ_0047,8,32.31,14.0,0.8,99,5,42.3
TRJ_0047,12,32.31,14.0,0.8,154,8,47.22
TRJ_0047,16,32.31,14.0,0.8,202,10,51.16
TRJ_0047,20,32.31,14.0,0.8,266,11,55.91
TRJ_0047,24,32.31,14.0,0.8,325,12,59.9
TRJ_0048,0,28.74,15.7,1.29,0,0,28.74
TRJ_0048,4,28.74,15.7,1.29,60,2,38.97
TRJ_0048,8,28.74,15.7,1.29,116,4,47.21
TRJ_0048,12,28.74,15.7,1.29,177,6,54.97
TRJ_0048,16,28.74,15.7,1.29,234,9,61.14
TRJ_0048,20,28.74,15.7,1.29,298,11,67.09
TRJ_0048,24,28.74,15.7,1.29,358,13,71.85
TRJ_0049,0,25.57,12.3,1.28,0,0,25.57
TRJ_0049,4,25.57,12.3,1.28,47,2,34.07
TRJ_0049,8,25.57,12.3,1.28,102,3,42.83
TRJ_0049,12,25.57,12.3,1.28,151,4,49.69
TRJ_0049,16,25.57,12.3,1.28,201,6,55.75
TRJ_0049,20,25.57,12.3,1.28,244,8,60.37
TRJ_0049,24,25.57,12.3,1.28,300,11,65.69
TRJ_0050,0,35.98,26.3,1.11,0,0,35.98
TRJ_0050,4,35.98,26.3,1.11,104,3,49.27
TRJ_0050,8,35.98,26.3,1.11,215,6,60.37
TRJ_0050,12,35.98,26.3,1.11,307,8,67.75
TRJ_0050,16,35.98,26.3,1.11,398,10,73.67
TRJ_0050,20,35.98,26.3,1.11,498,11,78.94
TRJ_0050,24,35.98,26.3,1.11,593,13,82.96
TRJ_0051,0,50.41,12.5,1.1,0,0,50.41
TRJ_0051,4,50.41,12.5,1.1,56,3,56.17
TRJ_0051,8,50.41,12.5,1.1,99,5,60.17
TRJ_0051,12,50.41,12.5,1.1,152,8,64.56
TRJ_0051,16,50.41,12.5,1.1,194,10,67.74
TRJ_0051,20,50.41,12.5,1.1,249,12,71.44
TRJ_0051,24,50.41,12.5,1.1,306,13,74.82
TRJ_0052,0,24.25,9.0,1.0,0,0,24.25
TRJ_0052,4,24.25,9.0,1.0,40,3,30.2
TRJ_0052,8,24.25,9.0,1.0,73,6,34.76
TRJ_0052,12,24.25,9.0,1.0,107,8,39.06
TRJ_0052,16,24.25,9.0,1.0,144,9,43.44
TRJ_0052,20,24.25,9.0,1.0,182,10,47.61
TRJ_0052,24,24.25,9.0,1.0,218,11,51.29
TRJ_0053,0,23.94,27.6,1.01,0,0,23.94
TRJ_0053,4,23.94,27.6,1.01,125,3,40.93
TRJ_0053,8,23.94,27.6,1.01,234,5,52.67
TRJ_0053,12,23.94,27.6,1.01,332,7,61.2
TRJ_0053,16,23.94,27.6,1.01,437,9,68.68
TRJ_0053,20,23.94,27.6,1.01,548,12,75.01
TRJ_0053,24,23.94,27.6,1.01,648,13,79.59
TRJ_0054,0,31.24,7.7,1.24,0,0,31.24
TRJ_0054,4,31.24,7.7,1.24,35,3,36.96
TRJ_0054,8,31.24,7.7,1.24,65,6,41.54
TRJ_0054,12,31.24,7.7,1.24,99,9,46.33
TRJ_0054,16,31.24,7.7,1.24,126,11,49.9
TRJ_0054,20,31.24,7.7,1.24,152,13,53.13
TRJ_0054,24,31.24,7.7,1.24,181,16,56.4
TRJ_0055,0,24.55,10.9,1.17,0,0,24.55
TRJ_0055,4,24.55,10.9,1.17,47,3,32.52
TRJ_0055,8,24.55,10.9,1.17,91,5,39.18
TRJ_0055,12,24.55,10.9,1.17,137,7,45.45
TRJ_0055,16,24.55,10.9,1.17,177,9,50.42
TRJ_0055,20,24.55,10.9,1.17,223,12,55.5
TRJ_0055,24,24.55,10.9,1.17,269,13,60.13
TRJ_0056,0,52.75,7.2,1.21,0,0,52.75
TRJ_0056,4,52.75,7.2,1.21,25,3,55.62
TRJ_0056,8,52.75,7.2,1.21,53,5,58.54
TRJ_0056,12,52.75,7.2,1.21,77,7,60.93
TRJ_0056,16,52.75,7.2,1.21,109,8,63.91
TRJ_0056,20,52.75,7.2,1.21,141,9,66.66
TRJ_0056,24,52.75,7.2,1.21,173,12,69.2
TRJ_0057,0,18.58,12.7,0.94,0,0,18.58
TRJ_0057,4,18.58,12.7,0.94,58,2,27.0
TRJ_0057,8,18.58,12.7,0.94,113,5,34.19
TRJ_0057,12,18.58,12.7,0.94,166,8,40.44
TRJ_0057,16,18.58,12.7,0.94,215,9,45.69
TRJ_0057,20,18.58,12.7,0.94,273,10,51.3
TRJ_0057,24,18.58,12.7,0.94,327,12,56.0
TRJ_0058,0,35.81,17.9,0.75,0,0,35.81
TRJ_0058,4,35.81,17.9,0.75,69,1,42.12
TRJ_0058,8,35.81,17.9,0.75,132,2,47.41
TRJ_0058,12,35.81,17.9,0.75,208,3,53.12
TRJ_0058,16,35.81,17.9,0.75,287,6,58.4
TRJ_0058,20,35.81,17.9,0.75,367,9,63.15
TRJ_0058,24,35.81,17.9,0.75,448,12,67.41
TRJ_0059,0,23.61,17.8,1.14,0,0,23.61
TRJ_0059,4,23.61,17.8,1.14,74,3,35.51
TRJ_0059,8,23.61,17.8,1.14,155,5,46.49
TRJ_0059,12,23.61,17.8,1.14,220,7,53.96
TRJ_0059,16,23.61,17.8,1.14,293,8,61.03
TRJ_0059,20,23.61,17.8,1.14,359,10,66.5
TRJ_0059,24,23.61,17.8,1.14,433,11,71.75
TRJ_0060,0,26.61,23.1,1.08,0,0,26.61
TRJ_0060,4,26.61,23.1,1.08,83,2,38.7
TRJ_0060,8,26.61,23.1,1.08,167,3,48.96
TRJ_0060,12,26.61,23.1,1.08,258,5,58.15
TRJ_0060,16,26.61,23.1,1.08,356,7,66.13
TRJ_0060,20,26.61,23.1,1.08,438,10,71.69
TRJ_0060,24,26.61,23.1,1.08,524,12,76.51
TRJ_0061,0,19.96,7.3,0.96,0,0,19.96
TRJ_0061,4,19.96,7.3,0.96,26,3,23.97
TRJ_0061,8,19.96,7.3,0.96,53,6,27.86
TRJ_0061,12,19.96,7.3,0.96,83,7,31.94
TRJ_0061,16,19.96,7.3,0.96,113,9,35.85
TRJ_0061,20,19.96,7.3,0.96,138,12,38.87
TRJ_0061,24,19.96,7.3,0.96,165,14,42.05
TRJ_0062,0,29.35,26.9,0.97,0,0,29.35
TRJ_0062,4,29.35,26.9,0.97,102,3,42.09
TRJ_0062,8,29.35,26.9,0.97,199,6,52.04
TRJ_0062,12,29.35,26.9,0.97,317,8,61.9
TRJ_0062,16,29.35,26.9,0.97,436,11,69.8
TRJ_0062,20,29.35,26.9,0.97,558,14,76.21
TRJ_0062,24,29.35,26.9,0.97,678,15,81.15
TRJ_0063,0,45.81,17.4,1.13,0,0,45.81
TRJ_0063,4,45.81,17.4,1.13,71,2,53.92
TRJ_0063,8,45.81,17.4,1.13,145,3,61.09
TRJ_0063,12,45.81,17.4,1.13,218,6,67.07
TRJ_0063,16,45.81,17.4,1.13,286,8,71.81
TRJ_0063,20,45.81,17.4,1.13,355,11,75.88
TRJ_0063,24,45.81,17.4,1.13,427,13,79.54
TRJ_0064,0,49.62,16.3,0.93,0,0,49.62
TRJ_0064,4,49.62,16.3,0.93,72,3,55.94
TRJ_0064,8,49.62,16.3,0.93,133,5,60.67
TRJ_0064,12,49.62,16.3,0.93,206,6,65.69
TRJ_0064,16,49.62,16.3,0.93,271,9,69.65
TRJ_0064,20,49.62,16.3,0.93,333,12,72.98
TRJ_0064,24,49.62,16.3,0.93,396,13,75.98
TRJ_0065,0,36.81,13.0,1.17,0,0,36.81
TRJ_0065,4,36.81,13.0,1.17,59,2,45.02
TRJ_0065,8,36.81,13.0,1.17,116,4,51.89
TRJ_0065,12,36.81,13.0,1.17,162,6,56.81
TRJ_0065,16,36.81,13.0,1.17,211,9,61.52
TRJ_0065,20,36.81,13.0,1.17,263,11,65.95
TRJ_0065,24,36.81,13.0,1.17,320,12,70.27
TRJ_0066,0,33.54,13.0,1.17,0,0,33.54
TRJ_0066,4,33.54,13.0,1.17,55,1,41.67
TRJ_0066,8,33.54,13.0,1.17,101,3,47.67
TRJ_0066,12,33.54,13.0,1.17,147,4,53.09
TRJ_0066,16,33.54,13.0,1.17,199,5,58.48
TRJ_0066,20,33.54,13.0,1.17,256,8,63.71
TRJ_0066,24,33.54,13.0,1.17,304,10,67.61
TRJ_0067,0,40.35,15.7,0.71,0,0,40.35
